Order Date,Title,Category,ASIN/ISBN,UNSPSC Code,Website,Release Date,Condition,Seller,Seller Credentials,List Price Per Unit,Purchase Price Per Unit,Quantity,Purchase Order Number,PO Line Number,Shipment Date,Shipping Address Zip,Order Status,Item Subtotal,Item Subtotal Tax,Item Total,Tax Exemption Applied,Tax Exemption Type,Exemption Opt-Out,Buyer Name,Currency,Group Name
3/5/2021,Under Armour Boys' Youth Clean Up 19 Baseball Gloves,SPORT_ACTIVITY_GLOVE,B07JQM2FL5,49000000,Amazon.com,,new,Amazon.com,,$20.00 ,$12.99 ,1,,,3/6/2021,20906-2134,Shipped,$12.99 ,$0.78 ,$13.77 ,FALSE,,FALSE,PSF,USD,
3/5/2021,"Rawlings | COOLFLO Batting Helmet | 6 1/2"" - 7 1/2"" One Size Fits Most | Multiple Colors/Facemask Option",SPORT_HELMET,B013QG0XTM,49000000,Amazon.com,,new,Amazon.com,,$25.60 ,$13.94 ,1,,,3/8/2021,20906-2134,Shipped,$13.94 ,$0.84 ,$14.78 ,FALSE,,FALSE,PSF,USD,
3/5/2021,Easton 2018 USA Baseball 2 1/4 S250 Youth Baseball Bat -10,SPORT_BAT,B07423MZB9,49000000,Amazon.com,,new,Natural Supply Company,,$44.99 ,$19.99 ,1,,,3/8/2021,20906-2134,Shipped,$19.99 ,$1.20 ,$21.19 ,FALSE,,FALSE,PSF,USD,
3/6/2021,"ORBIT Gum Freeze Mint Sugar Free Chewing Chewing Gum, 14 pieces, (12 Pack)",CHEWING_GUM,B07K3LLH8C,50161800,Amazon.com,,new,Amazon.com,,$0.00 ,$9.92 ,1,,,3/28/2021,20906-2134,Shipped,$9.92 ,$0.57 ,$10.49 ,FALSE,,FALSE,PSF,USD,
3/6/2021,"Benefiber Chewable Prebiotic Fiber Supplement Tablets for Digestive Health, Assorted Fruit Chewable Fiber Tablets - 100 Count",NUTRITIONAL_SUPPLEMENT,B07Q1SYTQS,53131600,Amazon.com,,new,Amazon.com,,$0.00 ,$11.47 ,1,,,3/27/2021,20906-2134,Shipped,$11.47 ,$0.00 ,$11.47 ,,,,PSF,USD,
3/6/2021,"NATURELO One Daily Multivitamin for Women - Energy Support - Whole Food Supplement to Nourish Hair, Skin, Nails - Non-GMO - No Soy - Gluten Free - 60 Capsules | 2 Month Supply",VITAMIN,B01FYD6U06,53131600,Amazon.com,,new,NATURELO,,$29.95 ,$19.95 ,1,,,3/28/2021,20906-2134,Shipped,$19.95 ,$0.00 ,$19.95 ,,,,PSF,USD,
3/6/2021,(5 Pack Pieces per Box) Craft & Soul Mattana Face Mask Cover Reusable Washable Comfortable Fabric Cloth,SAFETY_MASK,B08B48GMCY,46182001,Amazon.com,,new,Craft & Soul,,$0.00 ,$7.90 ,1,,,3/8/2021,20906-2134,Shipped,$7.90 ,$0.47 ,$8.37 ,FALSE,,FALSE,PSF,USD,
3/6/2021,"First Communion Gifts for Boys with Rosary, Prayer Book, Scapular, Lapel Pin and Bookmark",BOOKMARK,B06Y1CNKS5,44120000,Amazon.com,,new,Needzo Inc,,$0.00 ,$24.88 ,1,,,3/8/2021,20906-2134,Shipped,$24.88 ,$1.49 ,$26.37 ,FALSE,,FALSE,PSF,USD,
3/6/2021,Dicksons First Communion Praying Boy John 6:35 Resin Stone 5 inch Keepsake Box,STORAGE_BOX,B00JEIGUTY,44111500,Amazon.com,,new,Loving Life Gifts,,$0.00 ,$18.95 ,1,,,3/8/2021,20906-2134,Shipped,$18.95 ,$1.14 ,$20.09 ,FALSE,,FALSE,PSF,USD,
3/6/2021,First Communion Gift for Boy - Handmade in USA Blue Mosaic Glass Cross with Sentiment,WALL_ART,B07BWLB15M,60121000,Amazon.com,,new,Sphere Global,,$15.99 ,$16.99 ,1,,,3/8/2021,20906-2134,Shipped,$16.99 ,$1.02 ,$18.01 ,FALSE,,FALSE,PSF,USD,
3/6/2021,"Stories of the Saints: Bold and Inspiring Tales of Adventure, Grace, and Courage",ABIS_BOOK,761193278,55101500,Amazon.com,2020-03-31T00:00:01,new,Amazon.com,,$24.95 ,$16.69 ,1,,,3/8/2021,20906-2134,Shipped,$16.69 ,$1.00 ,$17.69 ,FALSE,,FALSE,PSF,USD,
3/6/2021,"Hallmark 13"" Large Gift Bag with Tissue Paper (Decorative Cross) for Christenings, First Communions, Weddings, Confirmations or Other Religious Occasions",GIFT_WRAP,B07PGKTYJQ,14111601,Amazon.com,,new,Amazon.com,,$5.99 ,$5.99 ,1,,,3/8/2021,20906-2134,Shipped,$5.99 ,$0.36 ,$6.35 ,FALSE,,FALSE,PSF,USD,
3/6/2021,DaySpring Holy Communion Card (Asking God to Bless You),GREETING_CARD,B06WWH4NH6,14111605,Amazon.com,,new,Amazon.com,,$3.99 ,$3.84 ,1,,,3/8/2021,20906-2134,Shipped,$3.84 ,$0.23 ,$4.07 ,FALSE,,FALSE,PSF,USD,
3/6/2021,M.JVisun Men's Cross Bracelet Silicone Sport Wristband Confirmation Gift for Boys Bangle Bracelet 7.87 inch,BRACELET,B01HMF695A,54100000,Amazon.com,,new,M.JVisun,,$59.99 ,$8.99 ,1,,,3/8/2021,20906-2134,Shipped,$8.99 ,$0.54 ,$9.53 ,FALSE,,FALSE,PSF,USD,
3/6/2021,"Amish Country Popcorn | 6 lb Bag | Baby White Popcorn Kernels | Small and Tender | Old Fashioned with Recipe Guide (Baby White, 6 Lb Bag)",POPCORN,B00VJMJZ1I,50192112,Amazon.com,,new,Amish Country Popcorn,,$0.00 ,$14.99 ,1,,,3/28/2021,20906-2134,Shipped,$14.99 ,$0.00 ,$14.99 ,,,,PSF,USD,
3/6/2021,"Amazon Brand - Solimo Facial Tissues (18 Flat Boxes), 160 Tissues per Box (2880 Tissues Total)",FACIAL_TISSUE,B07DGT64VT,14111701,Amazon.com,,new,Amazon.com,,$26.49 ,$24.18 ,1,,,3/28/2021,20906-2134,Shipped,$24.18 ,$1.23 ,$25.41 ,FALSE,,FALSE,PSF,USD,
3/6/2021,"L'Oreal Men Expert Hydra Energetic Facial Cleanser with Charcoal for Daily Face Washing, Mens Face Wash, Beard and Skincare for Men, 5 fl. Oz",SKIN_CLEANING_AGENT,B01648QH8U,53131613,Amazon.com,,new,Amazon.com,,$5.99 ,$6.79 ,1,,,3/28/2021,20906-2134,Shipped,$6.79 ,$0.35 ,$7.14 ,FALSE,,FALSE,PSF,USD,
3/7/2021,"Lite-Brite Ultimate Classic Retro and Vintage Toy, Gift for Girls and Boys, Ages 4+",TOYS_AND_GAMES,B01N6B8SX0,60140000,Amazon.com,,new,Amazon.com,,$19.99 ,$14.97 ,1,,,3/12/2021,,Shipped,$14.97 ,$0.90 ,$15.87 ,FALSE,,FALSE,PSF,USD,
3/7/2021,,,B07CK4V7BV,,Amazon.com,,new,HalfOrange,,$24.00 ,$19.95 ,1,,,3/12/2021,,Shipped,$19.95 ,$1.20 ,$21.15 ,FALSE,,FALSE,PSF,USD,
3/7/2021,"PANLOS 553 PCS Building Blocks for Girls, 12-in-1 STEM Ice Cream Truck Vehicle Set Building Bricks Construction Toys, Ideal Educational Learning Building Toys Set Birthday Gift for Kids Boys Girls",TOY_BUILDING_BLOCK,B085ZXXWQ6,60141000,Amazon.com,,new,PANLOS Store,ISO 9001,$0.00 ,$29.99 ,1,,,3/12/2021,,Shipped,$29.99 ,$1.80 ,$31.79 ,FALSE,,FALSE,PSF,USD,
3/7/2021,"Bakugan, Dragonoid Infinity Transforming Figure with Exclusive Fused Ultra and 10 Baku-Gear Accessories",TOY_FIGURE,B081VWBBBR,60141000,Amazon.com,,new,Amazon.com,,$39.99 ,$24.99 ,1,,,3/12/2021,,Shipped,$24.99 ,$1.50 ,$26.49 ,FALSE,,FALSE,PSF,USD,
3/8/2021,"Ring Pop Individually Wrapped Bulk Variety Party Lollipop Suckers with Assorted Flavors Fun Candy for Birthdays & Celebrations, Original, Mixed Fruit, 20 Count",SUGAR_CANDY,B06XGNL1RX,50161800,Amazon.com,,new,Amazon.com,,$11.00 ,$6.98 ,1,,,3/28/2021,20906-2134,Shipped,$6.98 ,$0.36 ,$7.34 ,FALSE,,FALSE,PSF,USD,
3/9/2021,Transformers Toys BotBots Series 5 Los Deliciosos 5-Pack – Mystery 2-in-1 Collectible Figures! Kids Ages 5 and Up by Hasbro,TOY_FIGURE,B084TMMMQ8,60141000,Amazon.com,,new,Amazon.com,,$9.99 ,$9.99 ,1,,,3/12/2021,20906-2134,Shipped,$9.99 ,$0.60 ,$10.59 ,FALSE,,FALSE,PSF,USD,
3/9/2021,"LEGO Friends Olivia's Flamingo Cube 41662 Building Kit; Includes Flamingo Toy and Mini-Doll Toy; Portable Playset Makes Great Creative Gift, New 2021 (41 Pieces)",TOY_BUILDING_BLOCK,B08NFBMP5W,60141000,Amazon.com,,new,Amazon.com,,$9.99 ,$9.99 ,1,,,3/12/2021,20906-2134,Shipped,$9.99 ,$0.60 ,$10.59 ,FALSE,,FALSE,PSF,USD,
3/9/2021,Robot Power! (Blaze and the Monster Machines) (Step into Reading),ABIS_BOOK,052557820X,55101500,Amazon.com,2018-07-03T00:00:01,new,Amazon.com,,$4.99 ,$4.99 ,1,,,3/12/2021,20906-2134,Shipped,$4.99 ,$0.30 ,$5.29 ,FALSE,,FALSE,PSF,USD,
3/9/2021,"DC-BEAUTIFUL 3 Pack Upgrade 13.6"" Airplane Toys, Slingshot Plane 2 Flight Modes, Throwing Foam Airplanes with Slingshot Launch, Outdoor Sport Toy Party Favor Birthday Gift for Kids",NON_RIDING_TOY_VEHICLE,B07Y558KGS,60141000,Amazon.com,,new,DC-BEAUTIFUL,,$0.00 ,$10.99 ,1,,,3/12/2021,20906-2134,Shipped,$10.99 ,$0.66 ,$11.65 ,FALSE,,FALSE,PSF,USD,
3/9/2021,"Transformers Toys Generations War for Cybertron: Siege Micromaster Wfc-S33 Autobot Off-Road Patrol 2-Pack - Adults and Kids Ages 8 and Up, 1.5-Inch",TOY_FIGURE,B07D5QS2TZ,60141000,Amazon.com,,new,Amazon.com,,$9.99 ,$9.99 ,1,,,3/12/2021,20906-2134,Shipped,$9.99 ,$0.60 ,$10.59 ,FALSE,,FALSE,PSF,USD,
3/9/2021,"Transformers Toys Generations War for Cybertron: Siege Micromaster WFC-S32 Decepticon Sports Car Patrol 2-Pack - Adults and Kids Ages 8 and Up, 1.5-inch",TOY_FIGURE,B07D5QS7GB,60141000,Amazon.com,,new,Amazon.com,,$9.99 ,$9.99 ,1,,,3/12/2021,20906-2134,Shipped,$9.99 ,$0.60 ,$10.59 ,FALSE,,FALSE,PSF,USD,
3/9/2021,"ToyerBee Pop Fidget Sensory Toys Set for Adults, Kids, ADHD, ADD, Anxiety Autism to Stress Relief and Anti-anxiety with Push Pop, Squishy, Stretchy Strings, Squeeze Balls, Perfect for Classroom Reward",TOY_FIGURE,B07QR82TBY,60140000,Amazon.com,,new,maifdh,,$0.00 ,$17.99 ,1,,,3/12/2021,20906-2134,Shipped,$17.99 ,$1.08 ,$19.07 ,FALSE,,FALSE,PSF,USD,
3/9/2021,Wonder Woman (DC Super Heroes: Wonder Woman) (Little Golden Book),ABIS_BOOK,1984895036,55100000,Amazon.com,2020-05-26T00:00:01,new,Amazon.com,,$4.99 ,$4.99 ,1,,,3/12/2021,20906-2134,Shipped,$4.99 ,$0.30 ,$5.29 ,FALSE,,FALSE,PSF,USD,
3/9/2021,Anditoy 9 Pack DIY Squishy Easter Eggs Slow Rising Squishies Stress Relief Toys Easter Crafts for Kids Boys Girls Easter Basket Stuffers Gifts Party Favors,TOY_FIGURE,B08PNMHCML,60140000,Amazon.com,,new,ANDIYANG,,$0.00 ,$6.99 ,1,,,3/12/2021,20906-2134,Shipped,$6.99 ,$0.42 ,$7.41 ,FALSE,,FALSE,PSF,USD,
3/9/2021,The Bad Guys in Attack of the Zittens (The Bad Guys #4) (4),ABIS_BOOK,1338087533,55101500,Amazon.com,2017-08-29T00:00:01,new,Amazon.com,,$5.99 ,$5.08 ,1,,,3/12/2021,20906-2134,Shipped,$5.08 ,$0.31 ,$5.39 ,FALSE,,FALSE,PSF,USD,
3/9/2021,"Innovative Designs Kids Deluxe Activity Set with Carrying Tin, Coloring Sheets, Tattoos, Stickers, & Art Supplies (Marvel)",TOYS_AND_GAMES,B08SQGR1S1,60140000,Amazon.com,,new,Aaron Unlimited,,$0.00 ,$19.40 ,1,,,3/12/2021,20906-2134,Shipped,$19.40 ,$1.16 ,$20.56 ,FALSE,,FALSE,PSF,USD,
3/9/2021,"Innovative Designs Disney Frozen 2 Kids Deluxe Activity Set with Carrying Tin, Coloring Sheets, Tattoos, Stickers, & Art Supplies",TOYS_AND_GAMES,B08SQBHG7V,60140000,Amazon.com,,new,GFSF Inc,,$0.00 ,$14.99 ,1,,,3/10/2021,20906-2134,Shipped,$14.99 ,$0.90 ,$15.89 ,FALSE,,FALSE,PSF,USD,
3/9/2021,Chalk Sidewalk Chalk 20 Count- 5 colors (2 Pack),WRITING_INSTRUMENT,B088FFWY6K,44121700,Amazon.com,,new,Carlifornia,,$0.00 ,$9.99 ,1,,,3/10/2021,20906-2134,Shipped,$9.99 ,$0.60 ,$10.59 ,FALSE,,FALSE,PSF,USD,
3/9/2021,"Innovative Designs Star Wars Baby Yoda The Mandalorian Kids Deluxe Activity Set with Carrying Tin, Coloring Sheets, Tattoos, Stickers, & Art Supplies",TOYS_AND_GAMES,B08SQG3PB6,60140000,Amazon.com,,new,RMEE Inc,,$0.00 ,$11.00 ,1,,,3/15/2021,20906-2134,Shipped,$11.00 ,$0.66 ,$11.66 ,FALSE,,FALSE,PSF,USD,
3/10/2021,"Goldfish Crackers Big Smiles with Cheddar, Colors, and Pretzel Crackers, Snack Packs, 30 CT Variety Pack Box",COOKIE,B01GQ5GQEG,50192100,Amazon.com,,new,Amazon.com,,$0.00 ,$9.98 ,1,,,3/28/2021,20906-2134,Shipped,$9.98 ,$0.00 ,$9.98 ,,,,PSF,USD,
3/12/2021,Saucony Women's Performance Heel Tab Athletic Socks (8 & 16 Pairs),SOCKS,B08GCNWVHS,53102402,Amazon.com,,new,Amazon.com,,$14.99 ,$14.99 ,1,,,3/17/2021,20906-2134,Shipped,$14.99 ,$0.90 ,$15.89 ,FALSE,,FALSE,PSF,USD,
3/12/2021,coXist Boy's Lace up Boat Deck Shoe (Big Kid/Little Kid/Toddler),SHOES,B013CM7ZX2,53111600,Amazon.com,,new,Orly Licensed Product,,$39.95 ,$13.95 ,1,,,3/16/2021,20906-2134,Shipped,$13.95 ,$0.84 ,$14.79 ,FALSE,,FALSE,PSF,USD,
3/12/2021,THEE BRON Bridal Ballet Flats Mary Jane School Shoes(Toddler/Little Girls),SHOES,B08R5QNLJD,53111600,Amazon.com,,new,THEE BRON,,$0.00 ,$13.99 ,1,,,3/16/2021,20906-2134,Shipped,$13.99 ,$0.84 ,$14.83 ,FALSE,,FALSE,PSF,USD,
3/12/2021,Sticky Eye Patches for Kids 60PCs/3Boxes Colorful Breathable Eye Patch Eye Pad Adhesive Bandages for Adults Children,HEALTH_PERSONAL_CARE,B01H1749RE,53131600,Amazon.com,,new,IdealPlast,,$0.00 ,$11.99 ,1,,,3/16/2021,20906-2134,Shipped,$11.99 ,$0.00 ,$11.99 ,,,,PSF,USD,
3/12/2021,"Amazon Essentials Boys and Toddlers' Uniform Woven Flat-Front Shorts, Multipacks",SHORTS,B07HYZMCYK,53100000,Amazon.com,,new,Amazon.com,,$12.00 ,$12.60 ,1,,,3/17/2021,20906-2134,Shipped,$12.60 ,$0.76 ,$13.36 ,FALSE,,FALSE,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Blend Pizza Shred, 8 Ounce",DAIRY_BASED_CHEESE,B07VJK7VKJ,53100000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$2.99 ,2,,,3/15/2021,20906-2134,Shipped,$5.98 ,$0.00 ,$5.98 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Pepperoni Mini Pork Sliced, 5 Ounce",MEAT,B07NRSNHQM,50000000,Amazon.com,,new,Whole Foods Market,,$4.99 ,$5.29 ,1,,,3/15/2021,20906-2134,Shipped,$5.29 ,$0.00 ,$5.29 ,,,,PSF,USD,
3/14/2021,"Banana Conventional, 1 Each",FRUIT,B0787Y5CZ4,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$1.04 ,1,,,3/15/2021,20906-2134,Shipped,$1.04 ,$0.00 ,$1.04 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Tuna Albacore In Water No Salt Added, 5 Ounce",FISH,B074H52BGS,50000000,Amazon.com,,new,Whole Foods Market,,$2.29 ,$2.29 ,2,,,3/15/2021,20906-2134,Shipped,$4.58 ,$0.00 ,$4.58 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Chicken Breast Boneless Skinless Tray Pack Step 2",POULTRY,B0787TJRC2,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$10.48 ,1,,,3/15/2021,20906-2134,Shipped,$10.48 ,$0.00 ,$10.48 ,,,,PSF,USD,
3/14/2021,"Kettle Brand Potato Chips, Farmstand Ranch Kettle Chips, Sharing Size 13 Oz",SNACK_CHIP_AND_CRISP,B08KVJQKVX,50000000,Amazon.com,,new,Whole Foods Market,,$4.99 ,$3.15 ,1,,,3/15/2021,20906-2134,Shipped,$3.15 ,$0.00 ,$3.15 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Eggs Brown Large Grade A, 12 Count",EGG,B074H739XR,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$3.29 ,1,,,3/15/2021,20906-2134,Shipped,$3.29 ,$0.00 ,$3.29 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Fish Fillet Breaded Stick Wild Frozen MSC, 32 Ounce",FISH,B07NRL1V92,50000000,Amazon.com,,new,Whole Foods Market,,$9.99 ,$9.99 ,1,,,3/15/2021,20906-2134,Shipped,$9.99 ,$0.00 ,$9.99 ,,,,PSF,USD,
3/14/2021,"Stonyfield Organic Kids Cherry & Berry Lowfat Yogurt Tubes Variety Pack, 2 oz., 8 Ct - #1 Organic Kids Yogurt, Non-GMO, No Artificial Flavors or Sweeteners",DAIRY_BASED_YOGURT,B000QJDYSA,50000000,Amazon.com,,new,Whole Foods Market,,$4.89 ,$3.99 ,1,,,3/15/2021,20906-2134,Shipped,$3.99 ,$0.00 ,$3.99 ,,,,PSF,USD,
3/14/2021,Cheese Provolone BC Charcuterie,DAIRY_BASED_CHEESE,B07FZGG2L5,53100000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$7.99 ,1,,,3/15/2021,20906-2134,Shipped,$7.99 ,$0.00 ,$7.99 ,,,,PSF,USD,
3/14/2021,"Harrisburg Dairies, Half And Half, 32 Fl Oz",DAIRY_BASED_CREAM,B07J1DRT1J,50201700,Amazon.com,,new,Whole Foods Market,,$0.00 ,$2.79 ,1,,,3/15/2021,20906-2134,Shipped,$2.79 ,$0.00 ,$2.79 ,,,,PSF,USD,
3/14/2021,Red Seedless Grapes,FRUIT,B0787Y51CP,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$6.01 ,1,,,3/15/2021,20906-2134,Shipped,$6.01 ,$0.00 ,$6.01 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Cheddar Sharp Bar, 8 Ounce",DAIRY_BASED_CHEESE,B074H6G7C3,50000000,Amazon.com,,new,Whole Foods Market,,$2.99 ,$2.99 ,2,,,3/15/2021,20906-2134,Shipped,$5.98 ,$0.00 ,$5.98 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Garlic Hummus, 8 Ounce",FOOD,B07NSW5YQQ,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$2.69 ,1,,,3/15/2021,20906-2134,Shipped,$2.69 ,$0.00 ,$2.69 ,,,,PSF,USD,
3/14/2021,Applegate Farms Southwest Turkey Breast,POULTRY,B0787Y4Z3V,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$5.79 ,1,,,3/15/2021,20906-2134,Shipped,$5.79 ,$0.00 ,$5.79 ,,,,PSF,USD,
3/14/2021,Pork Loin Chop Bone-In Canada Step 1,MEAT,B078TG5BLT,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$13.70 ,1,,,3/15/2021,20906-2134,Shipped,$13.70 ,$0.00 ,$13.70 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Milk Fat Free, 128 Fl Oz",DAIRY_BASED_DRINK,B074VDBRMM,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$3.79 ,1,,,3/15/2021,20906-2134,Shipped,$3.79 ,$0.00 ,$3.79 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market Guacamole, Traditional, 8 Ounce",FOOD,B07NSQ3Z3Y,50170000,Amazon.com,,new,Whole Foods Market,,$3.49 ,$3.99 ,1,,,3/15/2021,20906-2134,Shipped,$3.99 ,$0.00 ,$3.99 ,,,,PSF,USD,
3/14/2021,"Kettle Brand Potato Chips, Jalapeno Kettle Chips, Sharing Size 13 Oz",SNACK_CHIP_AND_CRISP,B00NWJE9NK,50192100,Amazon.com,,new,Whole Foods Market,,$0.00 ,$3.15 ,2,,,3/15/2021,20906-2134,Shipped,$6.30 ,$0.00 ,$6.30 ,,,,PSF,USD,
3/14/2021,Chobani Vanilla Non-Fat Greek Yogurt 32oz,DAIRY_BASED_YOGURT,B00CJ8MJG4,50000000,Amazon.com,,new,Whole Foods Market,,$6.99 ,$4.49 ,1,,,3/15/2021,20906-2134,Shipped,$4.49 ,$0.00 ,$4.49 ,,,,PSF,USD,
3/14/2021,"Principe, Pork Mortadella Charcuterie",MEAT,B07GBGPPMV,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$5.00 ,1,,,3/15/2021,20906-2134,Shipped,$5.00 ,$0.00 ,$5.00 ,,,,PSF,USD,
3/14/2021,"Greens Chard Rainbow Organic, 1 Each",VEGETABLE,B07FZ72W63,53100000,Amazon.com,,new,Whole Foods Market,,$1.99 ,$2.49 ,2,,,3/15/2021,20906-2134,Shipped,$4.98 ,$0.00 ,$4.98 ,,,,PSF,USD,
3/14/2021,"365 by Whole Foods Market, Chip Veggie, 6 Ounce",SNACK_CHIP_AND_CRISP,B074H54QQX,50192100,Amazon.com,,new,Whole Foods Market,,$2.29 ,$2.29 ,2,,,3/15/2021,20906-2134,Shipped,$4.58 ,$0.00 ,$4.58 ,,,,PSF,USD,
3/14/2021,"Whole Catch, Wild-Caugh Fish, Alaskan Sockeye Salmon Fillets (2 - 6oz Vacuum Packed Fillets), 12 Ounce (Frozen)",FISH,B074H6M2VK,50000000,Amazon.com,,new,Whole Foods Market,,$10.99 ,$10.99 ,2,,,3/15/2021,20906-2134,Shipped,$21.98 ,$0.00 ,$21.98 ,,,,PSF,USD,
3/14/2021,"Mandarins, 3 lbs",FRUIT,B01M2VFYCN,50000000,Amazon.com,,new,Whole Foods Market,,$5.99 ,$4.99 ,1,,,3/15/2021,20906-2134,Shipped,$4.99 ,$0.00 ,$4.99 ,,,,PSF,USD,
3/15/2021,"Barbie Play ‘n’ Wash Pets Playset with Blonde Doll, 3 Color-Change Animals a Puppy, Kitten and Bunny and 10 Pet and Grooming Accessories, Gift for 3 to 7 Year Olds",TOY_FIGURE,B07NQB239V,60141000,Amazon.com,,new,Amazon.com,,$19.99 ,$14.99 ,1,,,3/19/2021,20906-2134,Shipped,$14.99 ,$0.90 ,$15.89 ,FALSE,,FALSE,PSF,USD,
3/15/2021,Tara Toys Mandalorian The Child Journal Activity Set (95492),TOY_FIGURE,B0884WLWY3,60141000,Amazon.com,,new,Amazon.com,,$14.99 ,$14.99 ,0,,,,20906-2134,,$0.00 ,$0.00 ,$0.00 ,,,,PSF,USD,
3/16/2021,"Westcott 5"" Straight Titanium Bonded Craft Scissors with Micro-Tip (16376)",SCISSORS,B072RV8SC7,44000000,Amazon.com,,new,Amazon.com,,$11.08 ,$5.47 ,1,,,3/17/2021,20906-2134,Shipped,$5.47 ,$0.33 ,$5.80 ,FALSE,,FALSE,PSF,USD,
3/16/2021,Peachy Keen Crafts 25 Pack - Self Adhesive Crafting Felt Fabric - 8 x 12 Inches Assorted Colors,FABRIC,B07BGHF18B,11162124,Amazon.com,,new,Maad Brands,,$0.00 ,$15.95 ,1,,,3/17/2021,20906-2134,Shipped,$15.95 ,$0.96 ,$16.91 ,FALSE,,FALSE,PSF,USD,
3/16/2021,First Communion Pew Banner Decorating Kit | 1 Pack,ART_CRAFT_KIT,B00SFVNYOU,60120000,Amazon.com,,new,Amazon.com,,$6.12 ,$6.12 ,1,,,3/16/2021,20906-2134,Shipped,$6.12 ,$0.37 ,$6.49 ,FALSE,,FALSE,PSF,USD,
3/18/2021,"Plackers TwinLine Dental Floss Picks, Green, Mint, 75 Count",DENTAL_FLOSS,B003N2DXPG,53131500,Amazon.com,,new,Amazon.com,,$7.00 ,$2.99 ,3,,,3/28/2021,20906-2134,Shipped,$8.97 ,$0.45 ,$9.42 ,FALSE,,FALSE,PSF,USD,
3/21/2021,"Lets Do, Cones Ice Cream Waffle Gluten Free, 1.2 Ounce",DAIRY_BASED_ICE_CREAM,B01H4LDI4M,50000000,Amazon.com,,new,Whole Foods Market,,$3.79 ,$4.19 ,1,,,3/22/2021,20906-2134,Shipped,$4.19 ,$0.00 ,$4.19 ,,,,PSF,USD,
3/21/2021,"Banana Conventional, 1 Each",FRUIT,B0787Y5CZ4,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$1.15 ,1,,,3/22/2021,20906-2134,Shipped,$1.15 ,$0.00 ,$1.15 ,,,,PSF,USD,
3/21/2021,Chobani Vanilla Non-Fat Greek Yogurt 32oz,DAIRY_BASED_YOGURT,B00CJ8MJG4,50000000,Amazon.com,,new,Whole Foods Market,,$6.99 ,$5.49 ,1,,,3/22/2021,20906-2134,Shipped,$5.49 ,$0.00 ,$5.49 ,,,,PSF,USD,
3/21/2021,"Zucchini Squash Conventional, 1 Each",VEGETABLE,B0787Z3SS5,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$3.62 ,1,,,3/22/2021,20906-2134,Shipped,$3.62 ,$0.00 ,$3.62 ,,,,PSF,USD,
3/21/2021,"365 by Whole Foods Market, Naan Tandoori Original, 12 Ounce",BREAD,B074H5ZJZ4,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$3.99 ,1,,,3/22/2021,20906-2134,Shipped,$3.99 ,$0.00 ,$3.99 ,,,,PSF,USD,
3/21/2021,"365 by Whole Foods Market, Bread Cinnamon Raisin Fresh, 19 Ounce",BREAD,B074H5CNGC,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$2.99 ,1,,,3/22/2021,20906-2134,Shipped,$2.99 ,$0.00 ,$2.99 ,,,,PSF,USD,
3/21/2021,"365 by Whole Foods Market, Chicken Breast Boneless Skinless Tray Pack Step 2",POULTRY,B0787TJRC2,50000000,Amazon.com,,new,Whole Foods Market,,$0.00 ,$12.48 ,1,,,3/22/2021,20906-2134,Shipped,$12.48 ,$0.00 ,$12.48 ,,,,PSF,USD,
3/21/2021,"365 by Whole Foods Market, Florida Orange Juice, Not From Concentrate, 59 Fl Oz",JUICE_AND_JUICE_DRINK,B074J67WLY,50202300,Amazon.com,,new,Whole Foods Market,,$2.99 ,$3.29 ,1,,,3/22/2021,20906-2134,Shipped,$3.29 ,$0.00 ,$3.29 ,,,,PSF,USD,
3/21/2021,"365 by Whole Foods Market, Pepperoni Mini Pork Sliced, 5 Ounce",MEAT,B07NRSNHQM,50000000,Amazon.com,,new,Whole Foods Market,,$4.99 ,$5.29 ,1,,,3/22/2021,20906-2134,Shipped,$5.29 ,$0.00 ,$5.29 ,,,,PSF,USD,
